,time,club,id,first_name,gender,trained_10_week,trained_im,has_trainer,Age,VO2 Max,BMI,n Marathons run,Cadence
1933,02:24:37,,1930,Liza,female,6,6,0,37,18.87,22.49,0,156
6567,02:24:37,,6548,Mark,male,0,2,0,35,18.33,19.98,0,165
10682,02:24:35,,10652,Charlotte,female,0,2,0,34,13.04,18.61,0,161
13450,02:24:35,,13408,Mark,male,5,5,0,35,0,21.52,1,161
12768,02:24:34,,12731,Hollie,female,0,4,0,26,24.39,21.47,0,154
4162,02:24:34,,4149,Iestyn,male,0,3,0,34,26.74,20.59,0,157
10681,02:24:34,,10651,Rose,female,0,3,0,36,24.23,18.7,0,164
9375,02:24:26,,9351,Charlotte,female,2,2,0,37,17.61,17.74,0,161
3830,02:24:25,,3818,Serena,female,3,3,0,31,0,19.28,0,161
10680,02:24:24,,10650,Rob,male,0,2,0,27,0,19.1,0,163
6566,02:24:22,,6547,Mihaela,female,0,1,0,26,26.01,20.18,0,160
9374,02:24:21,,9350,Alison,female,0,2,0,38,13.43,16.69,1,159
3125,02:24:21,,3115,Ruth,female,5,5,0,39,23.36,18.24,0,163
11405,02:24:13,,11372,Shelley,female,0,3,0,35,18.87,19.45,0,166
7078,02:24:13,,7056,Amanda,female,0,1,0,33,0,19.93,0,161
9919,02:24:12,,9892,David,male,0,4,0,39,12.71832329,19.15,0,161
8039,02:24:09,,8017,Helen,female,0,2,0,43,14.57,20.63,0,163
8038,02:24:07,,8016,Chloe,female,0,6,0,28,31.9,20.86,0,167
9373,02:24:06,,9349,Katarina,female,0,4,0,38,10.55,19.79,1,158
5344,02:24:06,,5326,David,male,0,3,0,28,13.22,18.8,0,163
3124,02:24:05,Dorchester RIOT,3114,Emily,female,2,2,0,32,11.56,19.74,0,161
12767,02:24:05,,12730,Craig,male,2,4,0,38,23.06,18.99,1,161
14545,02:24:00,,14502,Julie,female,0,2,0,46,16.31,18.89,0,160
1932,02:23:59,,1929,Laura,female,0,3,0,43,22.09,19.89,0,162
6565,02:23:55,RunVerity,6546,Sarah,female,4,7,1,24,12.71832329,19.46,0,160
1931,02:23:54,RunVerity,1928,Julie,female,1,6,1,38,10.74,18.21,0,154
8037,02:23:53,,8015,Katy,female,0,4,0,27,12.71832329,22.86,0,162
3123,02:23:51,,3113,Robyn,female,3,3,0,38,12.18,20.22,0,159
1930,02:23:45,,1927,Ben,male,5,5,0,39,12.71832329,20.87,0,159
1929,02:23:41,,1926,Sarah,female,1,1,0,33,28.95,21.39,1,158
10679,02:23:40,Stubbington Green Runners,10649,Kate,female,2,2,0,36,12.71832329,19.26,0,1
9676,02:23:40,Stubbington Green Runners,9649,Karen,female,2,4,0,44,10.52,17.92,1,163
9372,02:23:38,,9348,Alison,female,3,3,0,35,12.71832329,20.87,1,162
1928,02:23:37,,1925,Emma,female,0,2,0,34,11.7,20.77,0,158
5343,02:23:36,,5325,Carol,female,0,4,0,35,16.08,22.6,0,161
1927,02:23:36,,1924,Lorna,female,0,4,0,38,10.15,22.25,0,172
9918,02:23:35,,9891,Alexandra,female,0,1,0,43,18.44,19.95,1,159
3122,02:23:35,,3112,Kirsty,female,0,1,0,30,12.71832329,17.41,0,164
4161,02:23:32,,4148,Louisa,female,0,4,0,31,17.62,20.91,1,165
6564,02:23:27,,6545,Matthew,male,0,1,0,44,20.11,17.86,0,169
3829,02:23:27,,3817,Dave,male,0,3,0,38,14.04,21.13,0,162
6563,02:23:27,,6544,Ed,male,2,2,0,40,12.71832329,18.4,0,166
3828,02:23:21,,3816,James,male,0,3,0,45,10.8,999,0,157
440,02:23:21,,440,Glenda,female,0,2,0,38,20.77,20.47,0,160
5342,02:23:21,,5324,Rachel,female,8,8,0,26,12.71832329,17.94,0,152
1926,02:23:21,,1923,Laura,female,1,3,0,44,12.71832329,20.5,1,1
4649,02:23:19,Fordy Runs Running Club,4632,Dave,male,0,5,1,42,0,18.31,0,168
3121,02:23:17,,3111,Nicola,female,0,2,0,30,23.56,19.97,0,168
9371,02:23:15,,9347,Jimmy,male,0,0,0,36,42.4,18.11,1,155
11404,02:23:13,,11371,Cath,female,4,4,0,42,27.52,19.58,0,158
9370,02:23:12,,9346,Chantelle,female,1,6,0,35,17.86,15.27,0,160
1925,02:23:12,,1922,Emma,female,0,0,0,44,28.08,19.44,0,154
9369,02:23:11,,9345,Chloe,female,1,3,0,31,10.39,19.44,1,154
3120,02:23:11,,3110,Victoria,female,0,2,0,28,11.5,18.27,0,163
3827,02:23:05,,3815,Ethan,male,1,1,0,38,21.99,22.19,1,162
3119,02:23:05,,3109,Katie,female,2,4,0,45,14.69,20.75,0,166
6562,02:23:01,Beginners2Runners,6543,Caroline,female,0,2,0,41,34.07,19.83,0,166
11403,02:23:01,,11370,Kieron,male,4,4,0,38,12.71832329,21.71,0,163
14544,02:22:55,,14501,Mike,male,5,5,0,34,16.43,21.19,1,167
11402,02:22:53,,11369,Suzanna,female,1,2,0,33,12.71832329,21.91,0,160
14543,02:22:50,,14500,Tracy,female,1,1,0,43,26.9,19.14,0,162
14542,02:22:46,Fordy Runs Running Club,14499,Paula,female,0,0,0,25,11.78,19.48,1,165
14541,02:22:44,,14498,Steve,male,0,2,0,45,0,22.56,0,157
9368,02:22:44,,9344,Anthony,male,1,2,0,37,10.36,21.62,1,157
14540,02:22:41,Fordy Runs Running Club,14497,Sarah,female,3,3,0,44,21.2,21.75,0,162
13306,02:22:41,,13265,Joy,female,3,5,0,32,24.28,19.83,0,159
4160,02:22:40,,4147,Ash,male,0,0,0,41,12.98,21.65,0,163
9367,02:22:38,,9343,Riley,male,0,6,0,37,14.38,18.3,1,167
10678,02:22:37,,10648,Nicky,male,2,2,0,24,21.49,18.52,0,164
3118,02:22:37,Hedge End Running Club,3108,Natasha,female,0,1,0,31,34.99,21.77,1,161
3117,02:22:36,,3107,Millie,female,3,3,0,28,12.71832329,19.04,0,157
9917,02:22:33,,9890,Katie,female,0,5,0,39,12.71832329,22.52,1000000,162
9916,02:22:30,,9889,Michelle,female,0,3,0,30,22.46,19.77,1,158
8036,02:22:28,,8014,Katie,female,0,0,0,24,19.48,19.98,1,160
5341,02:22:26,,5323,Kay,male,0,7,0,36,0,19.62,0,158
1924,02:22:26,,1921,Chris,male,0,6,0,35,13.6,18.93,1,153
1923,02:22:21,,1920,Kathi,female,0,3,0,36,12.71832329,19.89,0,153
3826,02:22:19,Portsmouth Joggers,3814,Vincent,male,1,2,0,37,20.04,22.56,1,164
439,02:22:19,Portsmouth Joggers,439,Debbie,female,0,3,0,29,17.59,18.32,0,165
13449,02:22:17,,13407,Helen,female,0,5,0,35,37.12,20.42,0,166
10677,02:22:13,,10647,Catherine,female,0,6,0,42,23.73,18.64,0,1
1922,02:22:10,,1919,Bethany,female,3,4,0,29,11.63,21.59,1,155
6561,02:22:09,,6542,Brenna,female,1,2,0,37,23.51,20.63,1,1
5339,02:22:07,,5321,Ellie,female,0,3,0,34,12.96,19.05,0,170
5340,02:22:07,,5322,James,male,2,2,0,40,32.09,20.74,1,157
4648,02:22:01,,4631,Johnathon,male,2,3,0,40,20.18,21.38,1,163
13305,02:22:00,,13264,Ellie,female,2,2,0,38,15.69,22.06,0,164
3825,02:21:58,,3813,Emma,female,0,2,0,29,21.76,20.98,1,159
438,02:21:53,,438,Sarah,female,2,6,0,34,12.71832329,18.86,1,159
4159,02:21:42,,4146,Sarah,female,4,4,0,35,19.75,999,1,156
9915,02:21:37,,9888,Paul,male,1,6,0,33,12.71832329,21.09,1,164
3116,02:21:36,,3106,Helen,female,0,1,0,43,30.95,999,0,160
9366,02:21:35,,9342,Alison,female,1,3,0,45,10.61,20.36,0,158
9365,02:21:30,,9341,Rachel,female,0,4,0,33,14.25,20.73,1,160
4647,02:21:29,Havant AC,4630,Alex,male,6,6,1,38,15.32,19.65,1,164
12766,02:21:26,,12729,Julie,female,2,2,0,35,0,22.38,0,157
14539,02:21:26,,14496,Becky,female,0,2,0,33,12.71832329,21,0,169
14538,02:21:22,,14495,Ginny,female,1,5,0,36,12.71832329,21.56,0,159
12765,02:21:21,,12728,Kathryn,female,2,2,0,41,13.81,20.82,1,164
13344,02:21:21,,13302,Joanne,female,0,1,0,38,10.25,20.62,1,165
7437,02:21:20,,7415,Sharon,female,2,6,0,39,14.35,17.93,1,170
10676,02:21:20,,10646,Jean-claude,male,0,4,0,36,10.6,18.63,1,155
3824,02:21:17,,3812,Elicia,male,5,5,0,44,28.88,17.78,0,158
9914,02:21:17,Fordy Runs Running Club,9887,Amanda,female,0,3,0,37,24.31,21.25,0,159
12764,02:21:17,,12727,Michael,male,0,4,0,41,18.17,21.49,1,1
6560,02:21:14,,6541,Debbie,female,0,0,0,33,29.89,18.18,1,162
437,02:21:11,,437,Steven,male,0,1,0,39,25.29,19.66,0,161
14537,02:21:11,,14494,Sophie,female,0,1,0,37,29.49,20.63,1,164
9364,02:21:11,Coastal Striders,9340,Deb,female,3,3,0,40,26.21,19.66,0,157
9913,02:21:08,,9886,Isibeal,male,0,4,0,37,32.11,20.04,1,1
3115,02:21:08,,3105,Avis,female,0,1,0,0,16.52,20.49,0,161
3114,02:21:06,,3104,Sam,male,2,2,0,40,31.15,19.58,1,158
1921,02:21:04,,1918,Lois,female,0,3,0,41,12.71832329,19.86,0,152
9912,02:21:03,,9885,Andy,male,0,1,0,42,15.18,16.8,0,162
436,02:20:59,,436,Emma,female,0,6,0,33,27.57,18.66,0,164
11401,02:20:59,,11368,Anna,female,0,7,0,43,18.64,20.48,1,166
6559,02:20:56,Denmead Striders,6540,Rachael,female,0,4,0,26,23.04,18.64,700,162
3823,02:20:56,,3811,Abi,male,0,4,0,38,12.06,20.5,1,165
9675,02:20:56,,9648,Jackie,male,3,3,0,35,11.37,19.48,1,159
14536,02:20:54,,14493,Peter,male,0,3,0,33,12.71832329,16.77,0,159
6672,02:20:54,,6650,Zoe,female,1,2,0,32,12.71832329,19.06,1,157
14535,02:20:54,,14492,Luke,male,0,2,0,41,12.71832329,22.83,1,158
1920,02:20:53,,1917,Elizabeth,female,4,4,0,34,20.42,18.35,1,161
12763,02:20:50,,12726,Carolyn,female,2,2,0,36,19.72,16.31,0,156
9363,02:20:50,,9339,Lauren,female,0,6,0,31,27.16,19.44,1,163
10675,02:20:49,,10645,Catherine,female,0,3,0,34,20.66,20.81,0,162
14534,02:20:49,,14491,Karen,female,0,4,0,38,12.71832329,18.21,1,155
1919,02:20:48,Sandhurst Joggers,1916,Monica,female,2,7,1,43,12.71832329,18.18,0,158
3822,02:20:48,Sandhurst Joggers,3810,Alurie,male,4,4,0,27,14.23,19.43,0,157
3113,02:20:48,,3103,Claire,female,1,4,0,22,15.35,19.71,0,155
10674,02:20:47,,10644,Barry,male,0,2,0,37,12.71832329,20.34,0,159
9362,02:20:46,100 Marathon Club,9338,Paul,male,1,2,1,38,15.8,22.72,1,155
1918,02:20:44,,1915,Mark,male,6,6,0,37,18.21,19.47,1,159
13304,02:20:44,,13263,Sandra,female,4,4,0,29,21.24,20.25,0,164
1917,02:20:43,,1914,Liz,female,0,1,0,44,23.08,19.91,0,157
6558,02:20:42,,6539,Rohan,male,3,3,0,45,14.89,19.75,1,155
1916,02:20:37,,1913,Jack,male,0,3,0,36,17.07,22.46,0,157
1915,02:20:36,,1912,Maisie,female,0,3,0,33,26.87,19.6,1,158
10673,02:20:36,,10643,Alana,female,0,1,0,32,22.7,17.75,0,155
11400,02:20:35,,11367,Tony,male,0,6,0,33,25.09,18.86,1,155
6557,02:20:35,,6538,Asa,male,5,5,0,29,19.38,21,1,158
6556,02:20:34,,6537,Pam,female,4,6,0,42,12.71832329,19.83,1,156
13448,02:20:30,Sittingbourne Striders,13406,Louisa-jayne,male,1,3,0,42,28.02,22.69,1,152
3112,02:20:30,Sittingbourne Striders,3102,David,male,0,1,0,48,12.71832329,21.98,1,161
6555,02:20:29,,6536,Natalie,female,0,5,0,42,23.19,20.69,1,152
3111,02:20:25,,3101,Chris,male,3,5,0,34,21.57,18.52,1,159
5338,02:20:25,,5320,John,male,0,4,0,40,12.71832329,21.52,0,159
3821,02:20:25,,3809,Emily,female,0,3,0,45,26.39,21.9,0,1
13303,02:20:23,,13262,Ajith,male,0,1,0,24,0,19.92,1,162
9361,02:20:21,,9337,Catherine,female,0,8,0,38,18.05,20.02,0,165
11399,02:20:19,,11366,Graham,male,0,3,0,35,14.15,19.84,1,154
6554,02:20:18,,6535,Sophie,female,0,0,0,19,23.52,21.4,0,156
10672,02:20:16,Medway Fit,10642,Cassandra,female,3,5,1,32,27.71,23.77,0,159
11398,02:20:16,,11365,Paul,male,4,4,0,36,16.84,17.98,1,159
435,02:20:16,Medway Fit,435,Diane,female,0,5,1,28,12.11,20.23,0,166
3820,02:20:15,Medway Fit,3808,Tracey,female,4,4,0,35,19.64,21.29,1,162
7077,02:20:13,,7055,Claire,female,3,4,0,34,18.46,20.01,0,165
9911,02:20:12,Seaford Striders RC,9884,Margaret,female,0,2,0,32,17.02,23.32,0,161
7436,02:20:06,,7414,Lyn,female,0,3,0,40,35.43,21.85,1,166
9360,02:20:06,,9336,Caroline,female,0,6,0,39,10.75,20.22,0,178
12762,02:20:06,,12725,Jo,male,5,5,0,26,12.71832329,22,0,161
6553,02:20:05,,6534,Graham,male,0,0,0,39,23.55,19.41,0,172
1913,02:20:05,,1910,Helen,female,0,8,0,26,11.08,19.18,1,155
1914,02:20:05,,1911,Andy,male,3,4,0,37,17.08,19.72,0,162
11397,02:20:04,,11364,Connor,male,0,2,0,34,12.71832329,17.7,0,165
12761,02:20:02,,12724,Mandy,female,5,7,0,34,24.96,22.83,1,156
4158,02:20:01,,4145,Sheryl,female,3,5,0,40,20.86,23.39,1,163
7076,02:20:01,,7054,Emma,female,0,2,0,35,11.88,19.76,0,159
6552,02:19:58,,6533,Philip,male,3,3,0,41,18.39,19.43,1,159
13302,02:19:54,,13261,Rachel,female,0,3,0,38,13.28,20.54,1,166
14533,02:19:54,,14490,Spencer,male,0,2,0,39,14.67,21.17,1,153
6551,02:19:54,,6532,Adam,male,0,4,0,40,0,21.92,1,164
7075,02:19:53,,7053,Jacquie,female,3,3,0,29,23.02,999,1,157
9359,02:19:52,,9335,Rwel,male,0,5,0,30,10.43,21.32,0,156
1912,02:19:40,,1909,Anne,female,0,6,0,34,25.69,19.61,0,157
6550,02:19:36,,6531,Natal,male,1,1,0,34,39.67,999,1,169
12760,02:19:30,,12723,Ricky,male,4,4,0,40,25.84,19.89,0,157
14532,02:19:28,,14489,Sonia,female,0,4,0,38,10.64,19.78,0,168
12759,02:19:27,Lonely Goat Running Club,12722,Sam,male,0,2,0,37,22.43,18.76,1,152
13301,02:19:25,,13260,Georgina,female,7,7,0,45,0,20.3,1,158
3110,02:19:25,,3100,Rachel,female,0,2,0,35,20.29,19.96,0,158
9910,02:19:22,,9883,Geraint,male,1,3,0,32,12.71832329,19.68,1,157
12758,02:19:22,,12721,Poppy,female,0,3,0,40,0,18.78,0,156
9909,02:19:16,,9882,Cheryle,female,1,6,0,33,18.52,21.15,1,160
14531,02:19:13,,14488,Emma,female,3,3,0,35,12.71832329,21.8,1,155
9674,02:19:13,,9647,Stephen,male,4,5,0,41,13.21,20.82,1,165
3109,02:19:13,,3099,Ruth,female,0,4,0,34,23.24,21.88,0,162
7074,02:19:11,,7052,Grace,female,0,4,0,42,12.71832329,20.41,0,167
12757,02:19:08,,12720,Melinda,female,1,3,0,27,31.64,19.96,0,151
3108,02:19:05,,3098,Laurem,male,5,5,0,40,12.71832329,21.36,1,157
1911,02:19:05,,1908,April,female,4,4,0,36,15.53,20.01,0,159
4646,02:19:03,,4629,Lynda,female,0,5,0,37,12.08,18.96,1,171
6549,02:19:03,,6530,Dom,male,0,0,0,43,12.71832329,19.59,1,158
3107,02:19:02,,3097,Sinead,male,0,5,0,38,17.39,999,1,153
11396,02:18:58,,11363,Jack,male,4,4,0,29,20.46,20.74,0,164
3106,02:18:56,,3096,Nat,male,2,3,0,35,22.35,20.42,0,162
10671,02:18:55,Denmead Striders,10641,Simon,male,0,2,0,41,12.71832329,20.38,1,170
7435,02:18:54,,7413,Clare,female,0,3,0,24,15.57,22.36,1,168
3819,02:18:52,,3807,Angela,female,3,3,0,26,14.54,18.64,1,159
4157,02:18:51,,4144,Andrew,male,0,4,0,46,12.71832329,22.24,1,159
5337,02:18:51,,5319,Julie,female,3,5,0,32,20.65,20.43,0,164
4156,02:18:51,,4143,Kaye,female,2,2,0,31,20.11,15.05,1,155
6548,02:18:39,,6529,Becky,female,0,2,0,22,20.57,18.45,0,1
9358,02:18:39,Clanfield Joggers,9334,Clare,female,2,5,1,29,24.55,19.58,0,156
8035,02:18:38,Clanfield Joggers,8013,Wendy,female,3,3,0,30,12.71832329,17.99,0,162
5336,02:18:37,,5318,Yvonne,female,2,2,0,36,12.71832329,20.54,0,160
7073,02:18:35,Itchen Spitfires Running Club,7051,Mark,male,5,5,1,18,17.83,18.76,1,156
6547,02:18:35,,6528,Paula,female,0,5,0,42,12.71832329,20.96,1,156
3818,02:18:35,,3806,Juliette,female,0,1,0,33,17.37,19.39,0,162
12756,02:18:33,,12719,Natalie,female,1,4,0,38,15.97,19.62,1,159
12755,02:18:28,,12718,Carron,male,5,5,0,36,12.71832329,20.46,0,166
14647,02:18:27,,14600,Anna,female,0,3,0,32,17.5,999,0,1
3817,02:18:27,Lonely Goat Running Club,3805,Emma,female,1,2,0,34,18.25,20.4,0,165
4645,02:18:23,,4628,Laura,female,0,3,0,36,19.1,19.21,1,158
1910,02:18:20,Coastal Striders,1907,Kerry,female,0,4,1,35,12.71,20.52,0,168
3816,02:18:18,,3804,Vikki,female,0,4,0,34,19.94,22.2,1,164
6546,02:18:17,,6527,Angela,female,0,0,0,37,23.31,17.82,0,162
6545,02:18:14,,6526,Sabrina,female,2,6,0,42,11.44,21.26,1,155
14530,02:18:14,Wee County Harriers,14487,Jennifer,female,0,1,0,37,11.95,17.7,1,157
434,02:18:13,,434,Charlotte,female,2,5,0,31,16.11,22.28,1,161
8034,02:18:13,,8012,Anita,female,4,4,0,33,27.69,19.66,0,160
10670,02:18:13,,10640,June,female,0,0,0,33,30.95,18.21,1,164
9357,02:18:11,,9333,Jordan,male,2,4,0,40,26.87,19.37,0,160
8033,02:18:10,,8011,Mary,female,0,2,0,29,12.78,22.71,0,164
6544,02:18:08,,6525,Clare,female,0,2,0,28,18.72,19.76,1,167
1909,02:18:04,Run Mummy Run CRC,1906,Serafina,female,1,4,1,22,12.71832329,19.13,1,157
11395,02:18:04,,11362,Lauren,female,0,0,0,43,18.21,20.67,0,152
11394,02:18:00,,11361,Charlie,male,0,4,0,36,0,20.12,0,152
4644,02:18:00,,4627,Louise,female,0,0,0,31,17.82,18.38,1,150
9908,02:17:56,,9881,Thomas,male,0,1,0,33,15.24,19.64,1,163
7072,02:17:55,Sandhurst Joggers,7050,Sarah,female,0,5,0,25,17.31,18.29,0,157
7071,02:17:53,,7049,Carole,female,0,2,0,31,25.99,19.77,1,155
10669,02:17:51,,10639,Becca,female,2,4,0,26,26.88,18.76,1,161
1908,02:17:51,,1905,Steven,male,2,4,0,33,12.71832329,20.46,0,161
1907,02:17:51,,1904,Melanie,female,2,6,0,29,10.28,21.48,1,155
14529,02:17:49,,14486,Mandy,female,2,2,0,44,12.71832329,17.7,1,168
433,02:17:49,,433,Becs,male,0,1,0,27,17.95,999,1,1
6543,02:17:46,RunVerity,6524,Karen,female,0,3,0,39,24.52,21.08,1,157
3105,02:17:46,,3095,Karoline,female,0,4,0,37,13.03,19.08,1,149
14528,02:17:46,,14485,Sarah,female,5,6,0,46,27.77,22.07,0,157
12754,02:17:46,,12717,Gary,male,0,6,0,32,16.65,19.39,0,160
5335,02:17:41,,5317,Sami,male,0,6,0,34,12.02,18.55,1,1
12753,02:17:38,,12716,Maeghan,male,0,2,0,41,12.71832329,20.22,0,164
11393,02:17:36,,11360,Rachel,female,0,1,0,32,32.8,24.89,1,159
9356,02:17:34,,9332,Amy,female,3,3,0,36,20.77,21.02,0,155
3815,02:17:32,,3803,Peter,male,0,3,0,35,25.41,22.14,0,168
3814,02:17:30,,3802,Audrey,female,5,5,0,38,0,21.01,1,150
3104,02:17:26,,3094,Audrey,female,2,5,0,31,0,18.51,1,155
1906,02:17:25,Civil Service Runners & Riders,1903,Chris,male,0,3,1,49,11.1,19.52,0,161
3813,02:17:21,,3801,Helen,female,3,3,0,28,12.99,22.29,1,164
8032,02:17:17,,8010,Sharon,female,3,4,0,42,20.86,19.68,0,161
4643,02:17:11,Mole Valley Runners,4626,Tegan,female,2,2,0,40,0,18.12,1,161
1905,02:17:08,,1902,Sarah,female,1,1,0,37,32.11,20.58,1,169
14527,02:17:07,,14484,Emily,female,0,3,0,42,12.71832329,19.54,1,163
1904,02:17:06,Newquay Road Runners,1901,Jennifer,female,1,6,0,24,25.48,20.61,0,162
10668,02:17:05,,10638,Stacey,female,0,1,0,40,12.71832329,19.62,1,163
1903,02:17:04,,1900,Gary,male,0,0,0,38,26.53,18.22,1,160
6542,02:17:03,,6523,Christine,female,0,6,0,30,16.18,18.89,0,161
14526,02:17:02,,14483,Emma,female,3,3,0,30,17.58,22.41,0,166
11392,02:17:01,,11359,Danny,male,0,3,0,40,23.91,999,0,152
10667,02:16:59,,10637,Sam,male,1,1,0,39,12.71832329,19.8,1,158
8031,02:16:59,,8009,Craig,male,5,5,0,37,19.9,21.13,1,162
14525,02:16:58,,14482,Bridget,female,1,1,0,26,25.04,17.2,1,163
3812,02:16:55,,3800,Louise,female,2,4,0,36,11.55,18.12,1,158
11391,02:16:52,,11358,Colin,male,0,2,0,32,12.71832329,18.25,1,161
14524,02:16:50,,14481,Francis,male,0,5,0,29,12.71832329,22.9,0,164
11390,02:16:50,,11357,Karen,female,0,4,0,39,12.71832329,19.02,1,167
3811,02:16:50,,3799,Simon,male,6,6,0,33,12.6,18.34,0,159
11389,02:16:47,,11356,Lois,female,2,2,0,34,21.12,20.17,1,162
3103,02:16:45,,3093,Kirstie,female,5,5,0,36,13.54,18.5,0,158
8030,02:16:45,,8008,Esther,female,0,4,0,32,12.61,20.96,0,158
14523,02:16:44,,14480,Sarah,female,3,3,0,35,26.97,20.86,0,164
8029,02:16:41,,8007,Emily,female,0,3,0,32,16.24,19.86,1,158
12752,02:16:40,Bognor Regis Tone Zone Runners,12715,Terri,female,0,8,1,33,28.17,19.52,0,159
7434,02:16:40,100 Marathon Club,7412,Katrina,female,0,1,0,34,23.54,19.7,1,159
1902,02:16:40,,1899,Karen,female,1,2,0,41,18.52,20.47,0,165
7433,02:16:39,,7411,Stephen,male,2,6,1,34,26.59,999,1,149
6541,02:16:38,,6522,Jo,male,7,7,0,23,21.5,20.36,1,160
6540,02:16:38,Mole Valley Runners,6521,Charlotte,female,0,3,0,26,12.71832329,19.98,0,152
13300,02:16:37,,13259,Andy,male,1,6,0,30,22.65,23.18,0,160
10666,02:16:37,Mole Valley Runners,10636,Liz,female,3,4,0,32,12.71832329,18.28,1,160
6539,02:16:32,,6520,Bali,male,4,4,0,35,12.71832329,20.75,1,1
12751,02:16:30,,12714,Chris,male,2,3,0,41,26.97,21.18,1,1
11388,02:16:29,,11355,Peter,male,2,2,0,43,0,19.5,20000,167
10665,02:16:27,,10635,Ann,female,3,3,0,36,0,16.91,1,160
9355,02:16:25,,9331,Leah,female,3,3,0,31,15.63,20.01,0,157
7070,02:16:25,Beginners2Runners,7048,Jan,male,4,4,0,42,24.69,20.05,0,168
4642,02:16:24,,4625,Emma,female,2,2,0,33,12.71832329,17.54,1,160
9354,02:16:24,,9330,Lindsey,female,0,1,0,33,12.71832329,19.89,0,165
3101,02:16:23,,3091,Craig,male,1,3,0,32,21.17,18.76,1,168
3102,02:16:23,,3092,Lauren,female,4,4,0,32,25.9,22.51,1,161
11387,02:16:17,,11354,Ed,male,2,3,0,42,24.15,18.95,1,155
1901,02:16:14,,1898,Gladys,female,0,3,0,38,17.97,19.36,1,164
3810,02:16:14,,3798,Louise,female,0,1,0,37,16.21,18.7,1,154
1900,02:16:13,,1897,Tracy,female,0,2,0,21,36.49,20.33,0,162
8028,02:16:12,,8006,Aidan,male,0,0,0,37,12.71832329,18.88,0,166
3809,02:16:12,Emsworth Joggers,3797,Jon,male,0,3,0,39,12.71832329,19.99,1,164
1899,02:16:11,,1896,Kevin,male,8,8,0,37,22.77,22.7,1,175
8027,02:16:11,,8005,Sharon,female,0,6,0,32,0,18.83,0,159
432,02:16:09,,432,Guy,male,4,4,0,37,12.71832329,20.27,1,163
9353,02:16:09,,9329,Liam,male,0,2,0,37,11.75,18.2,0,168
431,02:16:06,,431,Beth,female,3,3,0,33,16.96,18.25,1,159
5334,02:16:04,Mole Valley Runners,5316,Angela,female,1,3,1,32,12.71832329,20.15,1,168
10664,02:16:02,,10634,Roxanne,female,0,6,0,38,14.46,21.43,1,158
8026,02:16:01,,8004,Glenn,male,0,3,0,37,28.55,21.89,0,163
12750,02:15:57,,12713,Linn,female,0,3,0,27,21.23,20.35,1,168
9352,02:15:57,,9328,Claire,female,0,4,0,44,10.64,22.28,1,161
14521,02:15:56,,14479,Sophie,female,3,3,0,37,12.71832329,21.44,0,153
3808,02:15:55,Medway Fit,3796,Tess,female,4,5,0,35,34.74,20.57,1,165
3100,02:15:55,,3090,Ray,male,4,4,0,41,12.71832329,20.46,1,164
429,02:15:54,,429,Samantha,female,0,4,0,0,12.71832329,20.86,1,151
430,02:15:54,,430,Mark,male,5,5,0,48,28.28,21.16,2,159
10663,02:15:54,,10633,Molly,female,1,5,0,41,21.14,21,0,153
428,02:15:48,,428,Jane,female,0,3,0,35,19.42,18.83,0,164
427,02:15:48,Northowram Pumas Running Club,427,Fiona,female,6,6,1,39,29.59,20.36,1,162
10662,02:15:46,,10632,Victoria,female,0,2,0,31,31.44,21.02,1,160
9673,02:15:45,Rebel Runners - Medway,9646,Tina,female,3,3,0,39,12.71832329,22.45,1,163
6671,02:15:44,,6649,David,male,0,3,0,35,21.42,19.18,1,164
9351,02:15:43,,9327,Imogen,female,0,0,0,27,11.69,19.03,1,158
1898,02:15:42,,1895,Tracey,female,3,3,0,29,29.88,21.23,1,159
14520,02:15:40,,14478,Jeanette,female,0,3,0,32,11.19,21.68,1,158
10661,02:15:40,,10631,Joanne,female,2,3,0,48,12.71832329,19.6,1,161
13299,02:15:38,Promenade Plodders,13258,Richard,male,0,3,1,38,43.25,20.18,1,166
6538,02:15:37,,6519,Victoria,female,3,7,0,39,18.16,18.85,1,1
6537,02:15:37,Medway Fit,6518,Julie,female,3,3,0,27,25.36,19.98,0,160
4641,02:15:35,,4624,Lena,female,1,2,0,39,0,18.5,1,162
4155,02:15:28,Lordshill Road Runners,4142,Trevor,male,0,2,0,38,17.67,22.34,1,162
6536,02:15:26,,6517,Allie,female,0,0,0,37,21.83,16.84,1,154
9350,02:15:25,Ealing Eagles RC,9326,Tamsin,female,0,5,1,32,12.71832329,18.12,1,160
12749,02:15:24,,12712,Lauren,female,0,3,0,33,17.12,20.29,1,159
4154,02:15:21,,4141,Daniel,male,1,4,0,45,19.24,21.59,1,1
9349,02:15:21,Hook Runners,9325,Emma,female,3,3,0,36,12.71832329,21.16,0,163
1897,02:15:18,,1894,Kevin,male,2,4,0,30,12.71832329,20.62,1,174
10660,02:15:18,,10630,Rebecca,female,0,2,0,38,16.61,20.33,1,158
9348,02:15:18,,9324,Rachel,female,0,7,0,36,24.06,20.75,1,165
4153,02:15:17,,4140,Nikki,female,3,5,0,46,19.52,19.91,0,156
3099,02:15:13,,3089,Julie,female,3,4,0,27,12.71832329,21.18,1,150
8024,02:15:10,,8002,Nicky,male,0,0,0,33,12.71832329,20.03,1,157
8025,02:15:10,,8003,Ash,male,0,4,0,31,12.71832329,18.57,1,162
